TEAM NAMES,Series Number,Filename,Name,Description,Gender,attributes,UUID,HASH
,326,mwembu-the-elder,mwembu the elder,"old but not so old, with yellow his favorite color",Male,hair: bald eyes: black teeth: none skin: dark skin clothing: dark ankara accessories: none  expression: plain strength: fulfilled weakness: angry,36181230-6ac9-417f-af5c-23bdd2c25ecb,72f80759aa217f372d9417838cd986654bcb750ca63e879d45118fe9457297cd
,327,mbogi-the-fighter,mbogi the fighter,masked up mbogi after capture,Male,hair: baldeyes:  blackteeth: noneskin: darkskin clothing: onesideankara accessories: noneexpression: willfull strength: fighter  weakness: rebellious,3a7bc3c4-1463-42ce-84c9-07337da64435,34798d6f4b73be191824db57c17e0d6947ab8706320fb034c38bca0f01ad1e5d
,328,mrosho-the-runner,mrosho the runner,masked up mrosho,Male,hair: bald eyes: sea blue teeth: none skin: darkskin clothing: purple ankara accessories: none expression: alert  strength: visionary  weakness: destructive,b2ca2c76-3b6d-43f1-8cc9-089b6ab83876,e79af665cbd65455ada68f0c07235180c6d45a1db514d3b16aeb9a675442ede6
,329,milele-the-african,milele the african,milele with a nice african print in orange,Male,hair: bald eyes: blue teeth: none skin: dark skin clothing: orange ankara accessories: none expression: timid strength: leader weakness: failure,644b0259-d75c-456d-934c-ce7c052bad3a,d6c59b1f2a845dbbd77d9a6dd4b4d18025d50ebe5d1f796a87fb39d012ce2db8
,330,olebon-the-oloibon,olebon the oloibon,olebon in customized buba sokoto,Male,hair: bald eyes: closed teeth: none skin: darkskin clothing: animal print accessories: none expression: surprised strength: empathy   weakness: easily bored,de261efe-731d-461e-b2e4-42edd2f48f72,277fcfa6cb705e5f4717f32fe4e12eca88a8bc9e9d03dc82a381064676af771e
,331,chifu-the-maasai,chifu the maasai,clothing inspired by maasai shuka,Male,hair: bald eyes: closed teeth: none skin: none clothing: ankara shirt accessories: none expression: visionary strength:  authentic weakness: selfish,239933c4-7177-4b5b-86e8-e6f952301344,2201803917617c1d1a40bf550442bdc45289a62885ce15e160547f1042bbbedd
,332,mwangaa-the-voice,mwangaa the voice,mwangaa the chief,Male,hair:  bald eyes: blue teeth: none skin: darkskin clothing: white lined ankara accessories: none expression: kindness strength:  brave weakness: impatient,49179b62-812d-4d0f-b518-4af7fa79f8bc,b9cc947df9ee674972320a53f24c5d83a361af31b28921d6e8635f0fbf19ba60
,333,waforte-the-first,waforte the first,masked up man who does sleep a lot,Male,hair: bald eyes: closedteeth:none skin: darkskin clothing: jean ankara accessories: none expression: shy strength:  weakness: selfish,871912a8-d96e-4594-b7b3-450d94ee6924,f457fce0060073edd0e96614cd7790ddc6a234cf1e207e2ba20541397770a7a6
,334,kariuki-the-prayerful-one,kariuki the prayerful one,kariuki closes his eyes,Male,hair: bald eyes: closed eyes teeth: skin: clothing: accessories: expression: bored strength: intelligent  weakness: passive,6a5b6fa6-0f91-4b01-957f-c766945eb704,12c430baa1b1a104dbdea7f3426f093419484a3b0115c83e4c31e3d1badef795
,335,kenyanese-the-priest,kenyanese the priest,masked up man with with white cloth,Male,hair: bald eyes: white teeth: none skin: darkskin clothing: white jean shirt accessories: none expression: calculative strength: kind weakness: takes things personally,0706c338-42eb-4d26-84ea-c24b39628200,03b9cb6866bf1e4584cb29bc001064a325c7ae7a8d69485d7dafcdccafe699d5
,336,nyimbo-the-singer,nyimbo the singer,glasses and a pot for the night,Female,hair:dreadlocks eyes: glassed up teeth:none skin: brownskin clothing: off shoulder ankara accessories: a pot expression: free spirited strength: fair weakness: impatient,d05af807-b3e9-4ad3-8df1-b7864d2daa33,afaad771326eae1dc6f36729727f5df42e0d597825a21ad3d56fef36c704a27f
,337,maathai-the-nobel-winner,maathai the nobel winner,mathaai the warrior,Female,hair: pink afro eyes: glassed up teeth: none skin: brownskin clothing: colored ankara accessories: noneexpression: strict strength: leadership  weakness:short sighted,0871cb8c-8d56-445d-92c7-01793f327707,f27d09693bfcdd262459dfcabce4a65e4fa434727253818ac23bb016f42918d9
,338,tish-the-angry-one,tish the angry one,angry tish with specs on,Female,hair: black huge afro eyes:  none teeth: broken teeth skin: brownskin clothing: offshoulder ankara accessories: none expression: disgusted strength: blunt weakness:greedy,750a89dc-44ff-43bf-8211-b7776f1b5e52,328ef8be644b2161a89b7f3c1b543230f8dafb5c69b4234afa01d782a90922be
,339,wamenza-the-winner,wamenza the winner,wamenza the leader,Female,hair: laid back eyes: none teeth: none skin: brownskin clothing: offshoulder ankara accessories: noneexpression: meditative strength: strict weakness: impulsive,7348c9ed-4ac9-4785-9434-0a1f0dcaf8d8,eccbc4312a4a05c2c988779bb6dccc96232262cfb4e3f004fafc86e97598c6b5
,340,isaya-the-track-king,isaya the track king,isaya the traveller,Male,hair: none eyes: glassed up teeth: none skin: brown skin clothing: bright ankara accessories: none expression: taken aback strength: straight forward weakness: selfish,41781a16-d2b8-4fc6-a1f4-b9fffc5c95ba,b14e72c13d3d72ac7037f321e176f3a737acc32ff690d5263cbbc2259d63b797
TEAM RULER,341,mansur-the-partyrider,mansur the partyrider,Mansur is the life of a party and never caught dulling.,Male,hair: none; eyes: ash grey; teeth: none;  clothing: agbda; accessories: studs; expression:happy; strength: intelligent; weakness: red whine;,78db0f29-3936-4d9c-bb90-3dbf20dba2dd,b0180be6fbbfcc1c9bf0b899f58eb22f0ba75b280c0457223b5400eb45d296fa
,342,tola-the-businessman,tola the businessman,Tola loves business and owns several shops in Idumota.,Female,hair: none; eyes: midnightblack; teeth: none;  clothing: purple blowse; accessories: mask; expression:furious; strength: powerful; weakness: love;,1c5d5a6b-cf04-4bf9-978e-22a7e9bc5819,cbdcb4dcd1783623f49ea6bb9fbbf56211b196cf494896cd1fa2649329f01151
,343,abdullahi-the-honorable,abdullahi the honorable,"Popularly called ""buje budanu"" a godfather who lavishes money on young gees.",Male,hair: none; eyes: blue-blackish; teeth: none;  clothing: yoruba attire; accessories: none; expression:anxious; strength: foreseer; weakness:indecision;,dd708276-445f-4483-8357-fc08e999328f,93a21a20978a999906bcb71466f00746cd1d77bfb3de35ef614987cae228638e
,344,ojukwu-the-badguy,ojukwu the badguy,Ojukwu is a business minded guy but fun to be with.,Male,hair: bald; eyes: eagle eyeball; teeth: none;  clothing: yellow lining blowse; accessories: none; expression: none; strength: good eyes for fashion; weakness: lack will power;,76c1eabf-15ea-446a-8426-472982c4d800,4ff2417c751bb2d7f8be4e2a71f9037e3fbfeb1ce13eda2d64cd3a2de475cc34
,345,odunsi-the-egbonadugbo,odunsi the egbonadugbo,Odunsi loves to advise and people in the community rely on him.,Male,hair: none; eyes: dark brown; teeth: none; clothing: one shoulder gown; accessories: none; expression: none; strength: elegant; weakness: easily depressed;,2912ab8b-5875-4277-a5c2-a0209aee90ae,93da9dbde6c805be37d991a0bcfea375f95d4bf0f333529135484785b8527b5d
,346,ogogo-the-sugardaddy,ogogo the sugardaddy,A rich oil magnate who loves to solve young women's problems with his millions.,Male,hair: none; eyes: cat eyes; teeth: none; clothing: purple danshiki; accessories:nose mask; expression: straight face; strength: brave ; weakness: too selfless;,aa575f30-04ad-45f9-a798-199465117793,45f04bfbc36e4dd55248315bf62229683a285bdc69d28faafd8f655542ccffa4
,347,suli-the-amalaseller,suli the amalaseller,Suli sells amala with respect and people say that's the secret to her sweet food.,Female,hair: low punk; eyes: cat eyes; teeth: none; clothing:brown babarigai; accessories:none; expression: furious; strength: wealthy; weakness: too emotional;,46fd4821-04dd-4f65-9290-c130a00c4c93,d38a485bb5788b0cad4e9a01472c9e8a1d5a83a3668ad8a10a0a1512738ca1e0
,348,dolapo-the-afrocentric,dolapo the afrocentric,Dolapo loves African prints and loves to showcase culture.,Female,hair:bald; eyes: brown; teeth: none; clothing: one sided blowse; accessories: nose mask; expression: none; strength: beautiful; weakness: forgetful;,cbab232b-5c62-4df8-867b-018a2e496cd4,d989ec2b6b5f4dfacc8003c9d15f9f2ce4d7b77cb9f2bd29b34da2ece71eca52
,349,danjuma-the-saddist,danjuma-the-saddist,Danjuma is a grumpy man no one likes to associate with him.,Male,hair: none; eyes: sky blue; teeth: none; clothing:purple agbada; accessories: neck beads; expression: excited; strength: outspoken; weakness: boring;,5a42af57-186e-425b-b6b1-f72bda4911ef,b49e130627f61e2f31b1ce3ccaa48bd7f4cac597afc06692ec9a6a0e3f4cbee7
,350,chinedu-the-farmer,chinedu the farmer,A hardworking farmer who has 6 boys who help out on the farm.,Male,hair: none; eyes: black; teeth: brown; clothing: one sided gown; accessories: none; expression: blushy; strength: easily loved; weakness: get angry easily;,9e8a55d7-0d8d-465d-a628-08ddd387a2c6,4c6bfe997b82ddf08700ac995b5267d96c0f2e48ed7a3ea3e638c483f373d243
,351,kola-the-baldguy,kola the baldguy,Kola is every girls dream man because of his hair style.,Male,hair: low cut; eyes: mouse eyes; teeth: none; clothing: gbariye style; accessories: nose mask; expression: unhappy; strength: good eyes for details; weakness: sluggish;,c32f1757-da9c-49e8-bd79-510a42b6971a,2b14f41303b071b853fbf7c140ac9f8d0b9283c67bc9c8b5810b65eab6bdfd7e
,352,bola-the-bosslady,bola the bosslady,Bola commands boys and chill with men.,Female,hair: low cut; eyes: brown; teeth: none; clothing: short orange gown; accessories: nose mask; expression: none; strength: industrious; weaknes:spend lavishly;,09ff910d-a2be-49d5-8b27-b9378458701c,77e80ceb350448b4a1642d068d492c98621e85ed1d9cb788e2a7e5f391b15da1
,353,kunle-the-alienguy,kunle the alienguy,Kunle is special and easily get noticed even in the midst of crowd.,Male,hair: green punk; eyes: green; teeth: none; clothing: purple agbada; accessories: purple beads; expression: unbothered; strength: very energetic; weaknes:eaaily give in,dea2f5d8-e3ba-4d3f-9a17-0a7edfd0c100,938ce8880c2b6a24ab03805840f3f0bc8aa33b706ac85c0a9c7cce8d6a63544a
,354,segun-the-sharp,segun the sharp,Segun drives with caution and people love him for that.,Male,hair: green punk; eyes: black ; teeth: none; clothing: orange buba; accessories: nose mask; expression: bitchy; strength: team player; weaknes: none;,f9159a9c-f48d-4aee-bcc1-63c86209f806,774541b858aa0b5545625a1b025177da7f51bc8a1b7805db5c129fd60ac7e432
,355,ola-the-hardguy,ola the hardguy,Ola may be feared but he is such a coolheaded champ.,Male,hair: none; eyes: closed eyes; teeth: none; clothing: purple buba; accessories: none; expression: sick; strength: quick recovery power; weaknes: get ill frequently;,a814fc77-bdfa-4e50-8ba8-3e4e4bcfb3c0,7b306bcc15f2a5dc2a37162d77c927f0a25467c50685a3bb3eca3a42cc034e75
,356,emeka-the-chief,emeka the chief,Crowd are always at Emeka's house because of his selflessness.,Male,hair: none; eyes: closed eyes; teeth: none; clothing: pakaja attire; accessories: none; expression: bossing; strength: easily comman respect; weaknes: not a ladies man;,195e89c8-0b6f-43ad-9a2c-d20f03439e96,b6ce379fd33a787dd84ab76278a07eeaad4821c6a5244d7f9e988943972cd9e2
,357,ugochukwu-the-celeb,ugochukwu the celeb,Ugochukwu is an online celebrity with many followers on social media.,Male,hair: white blode; eyes: closed eyes; teeth: closed teeth; clothing: black gown; accessories: gold shades; expression: bitchy; strength: enterprising; weaknes: too emotional;,74775cda-cff4-4d21-8819-693127598eca,7072f81a96e58f5e7d36e0306bfac56cfdc4a7fa74603ce2c46baf29aabd04fd
,358,adekunle-the-yorubademon,adekunle the yoruba demon,He might be every woman's man but faithful and loyal to one.,Male,hair: gobi cap; eyes: closed eyes; teeth: closed teeth; clothing: ghana dansiki; accessories: gold shades; expression: owanbe mood; strength: from a walthy home; weaknes: disrespectful;,5c98c2d8-3144-4e08-8a0f-9b8d7e4f5aa7,89ef6a3a34f9e14f98b447d26a0d54e234222c678010b0221f94b7ced994a4b8
,359,favour-the-fashionista,favour the fashionista,Combining dresses is not a problem for Favour.,Female,hair: black ghana weaving; eyes: cat eyes; teeth: none; clothing: senegalese blowse; accessories: gold shades; expression: party rider; strength: smart; weaknes: lazy;,19fc15c3-80fe-4d45-a2fe-be8f087d57c4,ad2a8a57a4862c50a2bfb3c30dbed9a2d491edd4e2f88aca7940adf39124b55a
,360,jane-the-slayqueen,jane the slayqueen,Jane is always found in the midst of men and loves partying.,Female,hair: long grey braids; eyes: closed; teeth: black lips; clothing: black short gown; accessories: gold shades; expression: happy; strength:very intelligent; weaknes: have mood swings easily;,74775cda-cff4-4d21-8819-693127598eca,1c9c291fff1644d0f8bce704c108f1680ecc4779c5654b39659b069e860aaf49
TEAM VBELT,361,osas-the-ceo,osas the ceo,Meet Osas; a Gen-Z CEO with the British accent.,Female,hair: purple dreadlocks;  eyes: none; teeth: none; clothing: danshiki;  accessory: gold glasses; expression: none; strength: none; weakness: none;,b10f7e42-4778-49db-820b-dabbad75504a,4ab83ff06a87662073a29cf15fbef82c721b46e555ad8d7d2e9de4fce9d9ba19
,362,nneka-the-rainbow babe,nneka the rainbow babe,Nneka; the happy rainbow babe with the vibes.,Female,hair: pink;  eyes: none; teeth: none; clothing: blue and black bichrome; accessory: gold glasses; expression: none; strength: none; weakness: none;,e7e20ab8-03e0-4e0a-80aa-6e193f84426e,b77622c9f192fb53c1de6093c050fcc96dc7b11b800a586a4df43a24868d7d5c
,363,temitope-the-spoilt girl,temitope the spoilt girl,Temitope; our favourite daddy's girl.,Female,hair: none; eyes: none; teeth: vampire teeth; clothing: right one-shoulder wax print; accessory: gold glasses; expression: none; strength: none; weakness: none;,10cbcbcb-754e-4175-b85d-d0c7eafa16a2,17f64f80496d0c3ed1794b26d6e1d4de0c378c83e512e0c3fa9694f7207a6ccc
,364,bekeh-the-party animal,bekeh the party animal,Baby Bekeh is life of the party that goes home with your charger.,Female,hair: dark brown;  eyes: none; teeth: none; clothing: left one-shoulder wax print; accessory: gold glasses; expression: none; strength: none; weakness: none;,f0558235-3043-46e5-b26c-5bde83cc67fb,eb91aa63532e7377be8df9ff0186dd425dbb8ea0c9949ffc04adeba7aaa88366
,365,nana-the-tech lady,nana the tech lady,Nana; the tech madam that doubles as Kumasi Adele in her bathroom every morning.,Female,hair: black; eyes: none; teeth: none; clothing: print kente;  accessory: gold glasses; expression: none; strength: none; weakness: none;,e0858913-7050-4c4a-a2a0-442a88463334,44753ad66cf80c5b07e9655bac9356f4514f9fd75b1dbc9e1e14602b66ace0ea
,366,rofiat-the-marketer,rofiat the marketer,Rofiat; the distressed marketing intern.,Female,hair: purple dreadlocks; eyes: brown; teeth: none; clothing: danshiki; accessories: none; expression: none; strength: none; weakness: none;,1e4d9bda-f6f9-4e7a-9381-bee4b074b56d,774bd64c39aa427bfb3be58ec169c7337bd32f100f40b98fbae21a4fd8bee39b
,367,zarifa-the-righteous,zarifa the righteous,Meet Zarifa; a proper baddie for Christ.,Female,hair: pink; eyes: blue; teeth: none; clothing: v-neck original kente; accessories: none;  expression: none; strength: none; weakness: none;,c6955d16-c343-46bc-9bed-c069ea8cc65a,418ed37887d27904601347fa30116881756f956a310875cefaa0ea10c1fa835c
,368,modinat-the-troublesome,modinat the troublesome,Modinat; The queen of gbas gbos.,Female,hair: long maroon hair; eye: none; teeth: vampire teeth; clothing: right one-shoulder wax print; accessory: brown glasses; expression: none; strength: none; weakness: none;,49eb44e8-1117-463b-b7b3-1bcea4258362,5c9beb0058995ed480403cbb3950634307903a5ef66db2add851999e3de86e50
,369,amaka-our-mummy-g.o,amaka our mummy g.o,Here's Amaka; our one and only mummy G.O who's been to hell and back.,Female,hair: dark brown; eyes: blue; teeth: none; clothing: blue v-neck wax print; accessories: none; expression: none; strength: none; weakness: none;,853edc40-0f9d-40c5-ba78-46067dfd7f68,0a441f8234036baeadd252ea4c6ea82170de64cafa4c7eb56fb7396e79d27279
,370,mawusi-the-patient,mawusi the patient,Meet Mawusi; the sweet sister waiting for her Canadian bobo.,Female,hair: black; eyes: blue; teeth: none; clothing: print kente; accessory: beret; expression: none; strength: none; weakness: none;,ca9ddc30-141a-493d-851b-71d34f599641,593dba61044b655ae1fed360706893ce050de4313331992e0e2cdca1da374d9d
,371,nesta-the-difficult,nesta the difficult,Meet Nesta;the National Chairlady; (SAN)Shege Administrators of Nigeria.,Female,hair: double puffy hair; eyes: brown; teeth: none; clothing: bow neck wax print; accessory: hair bands; expression: none; strength: none; weakness: none;,fc3b7ca7-efdb-45b2-b7c9-e69107484a43,60a9dd6bf9dcfd7d638327d319e19f1cc6bb8180c78d8b5797db24704957f59d
,372,adaora-the-choir mistress,adaora the choir mistress,Adaora; our able choir mistress that will take your boyfriend for vanishing.,Female,hair: black; eyes: brown; teeth: none; clothing: none; accessory: choker necklace; expression: none; strength: none; weakness: none;,df944505-da1a-424e-88aa-b9d365bd2775,45ec66c4f09cf8cc20061e7c99533855cf923c2fb058e653c0ada873904d9bdb
,373,busayo-the-husband snatcher,busayo the husband snatcher,Miss Busayo; can transplant your husband with the blink of her eyes.,Female,hair: brown; eyes: brown; teeth: none; clothing: none; accessories: none; expression: none; strength: none; weakness: none;,73c8d935-4a71-41d2-a1de-066ae8d548e6,d2c6c3b2bf0d55c2134b443fc347c95c994e9ede0aa6bc1acc7bf32ea5f60293
,374,wangari-the-waitress,wangari the waitress,Wangari; the aspiring musician that doubles as a waitress.,Female,hair: purple dreadlocks; eyes: brown eyes; teeth: none; clothing: none; accessory: purple earrings; expression: none; strength: none; weakness: none;,4bd7a15b-cc66-4e2d-8fdb-d550f2dd645c,d79a2afbd0e56975f014bb1ede2347c41edf94088025735db3e1707a7362bb18
,375,charlene-the-shy lady,charlene the shy lady,Meet Charlene; the shy sweetheart next door.,Female,hair: brown afro; eyes: brown; teeth: none; clothing: black dress; accessories: none; expression: none; strength: none; weakness: none;,36539b84-ada0-43cb-92d4-30596e07a39a,257afb8cef120e76effcd7f29d479bec522b67d783c71c7a8a304df3ce769178
,376,addae-the-unretired,addae the unretired,Mummy Addae; the hot grandma that has refused to retire.,Female,hair: brown; eyes: brown; teeth: none; clothing: danshiki; accessory: choker necklace; expression: none; strength: none; weakness: none;,ced7b53c-73de-4fc7-a652-2b17ebfe68c9,84259b3478bc7d430bdd6ec1a3e4385ff27754f042996e0e3c443f76a79bacd7
,377,abena-the-slay queen,abena the slay queen,Abena; the gang's slay queen.,Female,hair: long brown braids; eyes: squinting; teeth: none; clothing: v-neck original kente; accessories: none; expression: none; strength: none; weakness: none;,1e4728e1-3e45-4972-9755-4a38e784ff91,7a49133b89a6692993c2732b22b57d7eaa2c717a02eda341c345347bed374a52
,378,gasira-the-violence mama,gasira the violence mama,Sister Gasira; wipes people Oraimo cord for a living.,Female,hair: brown bun; eyes: none; teeth: vampire teeth; clothing: right one-shoulder wax print; accessories: none; expression: none; strength: none; weakness: none;,ea72337f-658f-4198-9ad6-39bc6212c20d,5042450c5b963fadd054df9f9fbc60d5639955c1ef29b0f864368368e8272be2
,379,salamatou-the-exchange student,salamatou the exchange student,Salamatou; an Ivorian exchange student who's in love with amala.,Female,hair: black; eyes: squinted; teeth: none; cothing: none;  accessory: beret; expression: none; strength: none; weakness: none;,0e216fd1-d96a-4e3c-a59b-c807f772c5b3,99fc4058b5ee597ef1590560570014dd9a932b4a087144a0329c7cc91de33653
,380,nguyen-the-foreigner,nguyen the foreigner,Meet Nguyen; the Asian aunt that's addicted to waakaye.,Female,hair: dark brown; eyes: squinted; teeth: none; clothing: print kente; accessories: none; expression: none; strength: none; weakness: none;,0381301b-b5a3-42c1-9f73-2c43c0b8493f,e75d53ac4d6031bec70cfe8842737176429cfc173e8d38ee6b7a4cdd51d304bb
TEAM AXE,381,olofi-the-creator,olofi the creator,Olofi is the Yoruba creator god and messenger.,Male,hair:none; eyes: sky blue; teeth: none; clothing: none; accessories: facemask; expression: none; strength: creation god; weakness: love;,26340cc4-e334-494e-a737-f2b4bb9bb22e,9aa4915ff25b4dc29352d0ea4f53d16c2c55ab97e366a960657311e600e1530d
,382,amadioha-the thunderer,amadioha the thunderer,Amadioha is the Igbo high god of thunder.,Male,hair: bald; eyes:shut; teeth: none; clothing: none; accessories: facemask; expression: none;strength: thunder bolt; weakness: palmoil;,a0586a93-7aff-43cc-8282-d081b8d6fe90,9dada61b7a69aaf8aa0c3528d8f051d4d28332ad83b4f42b88495655e0dfeb80
,383,sango-the-striker,sango the striker,Sango is the yoruba diety of thunder.,Male,hair:shiny bald; eyes:none; teeth: none; clothing: asooke; accessories: none; expression: cunning; strength: thunder clap; weakness: mice;,15e1775c-74fe-4a0b-b79c-49f6b730fa89,d8784e8d72854d7cc417f5643465135e70505541b46d69df612de4970e53b7a7
,384,agwu-the healer,agwu the healer,Agwu is the Igbo deity of health and divination.,Male,hair: shiny bald; eyes: aquamarine; teeth: none; clothing: none; accessories: none; expression: childlike; strength: healing; weakness: fire;,311a6713-66c9-43ce-82d8-e3ce03a87a81,01048c586890f5fcc910d312448c32b2e6e4499df65d694e187d68704c81e627
,385,tano-the swimmer,tano the swimmer,Tano is the master of the Ghana river Tano.,Male,hair: none; eyes: squinted; teeth: none; clothing: yellow danshiki with patterns; accessories: none; expression: none; strength: none; weakness: none;,9c34a73f-33ee-4577-aba8-0982c1656ba7,5410edb9fc5e1f4ef6ed4fc2863035fe0857cb6e602c6a3ad588c3f09b6d1908
,386,anansi-the-trickster,anansi the trickster,Anansi is a trickster god of stories of the Ghana people.,Male,hair: none; eyes: sleepy; teeth: none; clothing: black danshiki with patterns; accessories: facemask; expression: none; strength: illusions; weakness: mirrors;,784f0f6b-4273-4a31-88d7-2455b96c9011,5eb62ed8de5e773ef6dc49755d7246f4686f1764cb6366e685e49e6c0ad83c56
,387,nyame-all-powerful,nyame all powerful,Nyame is the omnipotent god of the Ghana region.,Male,hair:bald; eyes:black; teeth: none; expression: serious; clothing: yellow patterned danshiki with black lining; accessories: facemask; expression: none; strength: heatblast; weakness: cattles;,f3af0bbd-0724-4696-89ff-ed67f63e6b4f,8361969e0c0fd3b2d2d4b0a2edf9e0ff403feb4c9eb47c7e3119aea14ce8d3a8
,388,obatala-the-boss,obatala the boss,Obatala is the lord of all gods in the Yoruba land.,Male,hair: none; eyes: pitch black; teeth: none; clothing: yellowish blue native; accessories: none; expression: mysterious; strength: oro ase; weakness: none;,c447c120-830e-4543-9cb3-5917ba36bce8,86d9d1e53409d00ad3105f6bd6805159d2c2f56981a679088862a0f4648dd9c0
,389,erinle-the-hunter,erinle the hunter,Erinle is a powerful hunter of the Yoruba land.,Male,hair: black; eyes: none; teeth: none; clothing: print kente; accessory: gold glasses; beret; expression: none; strength: none; weakness: none;,dacbbb38-087d-4248-8085-13b619da0ef9,ecf1753e626bd8c0e1b0b333979187a5dddb064337295e66296b1c00ba07ea7a
,390,ogun-iron-bender,ogun iron bender,Ogun is the Yoruba God of iron and metal work.,Male,hair: shiny bald; eyes: none; teeth: none; clothing: whitish blue ankara; accessories: none; expression: amused; strength: ironclaw; weakness: wood;,94c607b3-791e-40df-bd93-50926f094143,e4e97bb120104f60315a8d80741f03fc6a5e7b6a7f9366769a6689f88734e596
,391,abosom-the-wise,abosom the wise,Abosom is the goddess of wisdom and knowledge of the Ghana people.,Female,hair: fuzzy brown; eyes: none; teeth: none; clothing: patterned danshiki;  accessories: glasses and pipe; expression: baddie; strength: all knowing; weakness: ignorance;,b3427836-627b-41e4-a2d0-c29473448343,5579ce7462fe589ba6ffc1c55ad777c3265a55c43e8ffa7555075711588dd825
,392,oya-the-violent,oya the violent,Oya is the goddess of violent storms and winds of the Yoruba people.,Female,hair: purple braids; eyes: none; teeth: none; clothing: darkish blue buba; accessories: glasses; expression: bitchy; strength: seduction; weakness: dirt;,22aaebe4-4659-44de-ab3d-c4dae11fe9f5,317ba33c1cbc3668b5aecf42210d5c5838e74ce0751eff30bd9e1537eebc5f75
,393,agbala-the-stylish,agbala the stylish,Agbala is the stylish goddess of the future for the Igbo region.,Female,hair: black knob; eyes: none; teeth: none; clothing: patterned kente; accessories: berret and glasses and gum; expression: unbothered; stength: foresight; weakness: wine;,ca720bf9-5e47-4421-b38f-bc62162ae99e,64d3d1b2739655636fb59ec5c28d563d486192baffce82a8a8f570623c847c05
,394,njoku-ji-the-farmer,njoku ji the farmer,Njoku-ji is the goddess of new yam of the Igbo people.,Female,hair: light brown cornrows; eyes: none; teeth: none; clothing: patterned isiagu;  accessories: glasses; expression: blank; strength: none; weakness: none;,3b795bad-91b4-4d0e-8ed8-bccbb226fc55,d097a75960b2faecc318c24886932ca58274ece954f02d37cdf50c1fce5f8c8b
,395,akonadi-the-just,akonadi the just,Akonadi is the goddess of justice and prophesies of the Ghana people.,Female,hair: brown wavy; eyes: none; teeth: vampiric; clothing: yellow patterned kento; accessories: glasses; strength: scale of justice; weakness: anansi;,2aebd094-3be5-4773-a7a0-361f6332a7d4,050ef0ff823090702468c5c9d65984d02a250037a430c9e03d37c697cecd0981
,396,onyame-the-beautiful,onyame the beautiful,Onyame is the goddess of the moon of the ghana region.,Female,hair: wavy brown curls; eyes: aquamarine; teeth: none; clothing: drum patterned danshiki; accessories: earrings; expression: none; strength: moonbeam; weakness: erinle;,fb148f97-d309-45a4-b902-4e066ca13f96,c09210f0942f513117cd8e80b07752501f83e83cf426b290bcd95b04f9d5ec5a
,397,ibeji-the-balancer,ibeji the balancer,Ibeji is the goddess of balance and twin of the Yoruba people.,Female,hair: purple bun; eyes: midnight black; teeth: vampiric; clothing: purpulish black buba; accessories: berret; expression: scary; strength: hammer of justice; weakness: oya;,7b210c03-5446-462d-980e-c73dbbc1e386,d091818088449f09360239f677c5f2f537b433ab1b35a4d51c1fd48302d7b8a6
,398,asase-ya-the-loving,asase ya the loving,Asase-ya is the goddess of fertility and love of the Ghanaian people.,Female,hair: brown curly bun; eyes: deep brown; teeth: none; clothing: multicoloured kento; accessories: pipe; expression: amused; strength: lovefist; weakness: easily deceived;,80b51092-3fbc-4d0c-8518-fc461ccb6c80,5c17eeeb76047c07ef2aa9e0e79f688160143d9c90f9c6ebb9f06a0118a8fabd
,399,yemoja-the-cool,yemoja the cool,Yemoja is the stylish yoruba goddess of the rivers.,Female,hair: orange pigtail; eyes: dark brown; teeth: none; clothing: black patterned kento; accessories: hair clip; expression: dismayed; strength: none; weakness: none;,1693b44d-96cf-4c2d-89be-9f4219c28447,89516c198ce3b1e27b0c5dfd4672ca3ce618a3bfcbd5ffa13ea02ce6e0a5ac1d
,400,yemaya-the-slow,yemaya the slow,Yemaya is the Ghana goddess of rivers and waters.,Female,hair: orange afro; eyes: brown; teeth: none; clothing: yellow patterned kento; accessories: none; expression: hopeful; strength: none; weakness: none;,9609d0f4-d9d3-4cff-aa06-a9c459fefa39,84186ae24471b005a2275c6c0588376dc2fb6663c6da0b81d13402d99d53618f
TEAM BOOT,401,smirky-becky,smirky becky,Becky ends every statement she makes with a smirk.,Female,hair: black low cut; eyes: brown; teeth: none; clothing: animal print dress; accessories: ankara beret; expression: smirking; strength: curiosity; weakness: short sighted;,87bcc41f-eb3e-4ba2-9645-223c949a9b50,23aafbc899cb854f28479163b225d123f3704249627e7642eadebfe587b6207d
,402,ankara-scarlett,ankara scarlett,Scarlett is a tailor at yaba market and she loves what she does.,Female,hair: orange bun; eyes: closed; teeth: none; clothing: ankara mixed with black material dress; accessories: none; expression: unethusiastic; strength: fashion; weakness: timidity;,66d0149f-5f2a-4ded-8e6b-9bd7d7631c39,d62a8fab90b0ea4f047ba90cc3fbfe6d34f2e8da04755ef1dcbc448e484a28da
,403,sea-rastafaria,sea rastafaria,Ronke is the ghetto goddess that nobody wants to mess with; stay clear.,Female,hair: purple dreadlocks; eyes: closed; teeth: none; clothing: blue one hand dress; accessories: none; expression: unfazed; strength: intellect; weakness: impatient;,d1556c97-9075-49fc-8bde-1826bfc2dbe1,9e4b6870a4478b14e5184590131d64449655cb6ff0af89dc8b770c97d98384c6
